"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00003654","nhr-64","WAGO",594.849,554.04,31.576,31.873,-18.098,0
"WBGene00002006","hsp-2","WAGO",1081.697,974.265,153.76,158.303,-6.583,0
"WBGene00012848","WBGene00012848","WAGO",538.317,593.95,13.729,16.999,-36.459,0
"WBGene00016719","math-24","unk",11.813,25.041,461.28,507.846,26.089,0
"WBGene00022039","WBGene00022039","ALG",645.475,649.51,57.66,41.435,-13.229,0
"WBGene00010330","WBGene00010330","WAGO",582.193,618.208,19.22,7.437,-47.223,0
"WBGene00220104","WBGene00220104","unk",176.345,162.769,1106.524,973.194,6.131,0
"WBGene00194994","WBGene00194994","unk",176.345,162.769,1107.897,973.194,6.135,0
"WBGene00196816","WBGene00196816","unk",176.345,162.769,1107.897,973.194,6.135,0
"WBGene00046967","F02H6.16","piRNA",524.817,743.415,17.847,12.749,-42.154,0
"WBGene00023245","WBGene00023245","WAGO",610.037,608.818,8.237,12.749,-56.745,0
"WBGene00017185","WBGene00017185","WAGO",6838.656,6542.054,18702.451,18814.735,2.804,0
"WBGene00021106","WBGene00021106","WAGO",6838.656,6542.054,18702.451,18814.735,2.804,0
"WBGene00009299","WBGene00009299","WAGO",1857.954,1829.584,5612.245,5699.986,3.068,0
"WBGene00009644","WBGene00009644","WAGO",685.975,651.075,64.524,49.935,-11.788,0
"WBGene00077585","WBGene00077585","WAGO",997.322,936.703,3271.522,3447.615,3.475,0
"WBGene00167196","Y73F8A.644","piRNA",2157.488,3471.358,37.067,28.686,-86.078,0
"WBGene00305693","WBGene00305693","unk",28902.919,28331.944,76491.555,76667.736,2.676,0
"WBGene00168487","Y116A8A.85","piRNA",582.193,904.619,10.983,8.5,-77.391,0
"WBGene00170260","Y116A8A.102","piRNA",582.193,904.619,10.983,8.5,-77.391,0
"WBGene00196880","WBGene00196880","unk",9.281,7.043,422.84,486.597,55.992,0
"WBGene00007545","WBGene00007545","WAGO",1600.608,1469.614,299.283,329.356,-4.875,0
"WBGene00022536","WBGene00022536","unk",75.094,75.124,654.853,661.9,8.766,0
"WBGene00050920","WBGene00050920","WAGO",4752.887,5185.908,98.846,54.184,-65.381,0
"WBGene00019991","WBGene00019991","WAGO",5495.394,5502.055,15502.318,15141.883,2.786,0
"WBGene00047637","Y51H4A.177","piRNA",717.194,1259.111,8.237,5.312,-149.494,0
"WBGene00046415","Y105C5A.120","piRNA",523.974,790.368,16.474,10.624,-49.584,0
"WBGene00220089","WBGene00220089","unk",563.63,523.521,16.474,15.937,-33.596,0
"WBGene00001666","gpa-4","WAGO",550.974,589.254,9.61,14.874,-45.54,0
"WBGene00268204","WBGene00268204","unk",565.318,577.516,13.729,10.624,-47.577,0
"WBGene00013289","tag-273","unk",690.194,678.464,53.541,21.249,-18.912,0
"WBGene00007813","jmjd-3.3","WAGO",592.318,660.466,12.356,7.437,-65.092,0
"WBGene00305158","WBGene00305158","unk",1667.265,1421.097,313.012,283.671,-5.184,0
"WBGene00195253","WBGene00195253","WAGO",1013.353,1048.607,160.624,174.24,-6.146,0
"WBGene00009044","WBGene00009044","WAGO",546.755,574.386,27.457,12.749,-28.885,0
"WBGene00007705","WBGene00007705","WAGO",1160.167,1062.692,194.946,157.241,-6.342,0
"WBGene00000770","cpb-1","WAGO",928.977,846.711,108.456,128.555,-7.457,0
"WBGene00219887","WBGene00219887","unk",607.506,590.037,48.05,30.811,-15.45,0
"WBGene00269431","WBGene00269431","unk",6719.686,7830.118,2217.166,2167.376,-3.319,0
"WBGene00044134","WBGene00044134","WAGO",642.943,666.726,13.729,4.25,-77.448,0
"WBGene00050143","Y51H4A.354","piRNA",579.662,831.842,13.729,5.312,-77.873,0
"WBGene00003743","nlp-5","unk",56.532,51.648,557.381,581.154,10.536,0
"WBGene00012993","dmsr-3","WAGO",5202.61,5350.242,112.574,61.621,-60.943,0
"WBGene00168595","Y57G11B.154","piRNA",513.848,742.633,12.356,11.687,-52.428,0
"WBGene00021387","WBGene00021387","WAGO",622.693,622.121,57.66,43.56,-12.425,0
"WBGene00044000","WBGene00044000","WAGO",518.067,528.999,20.593,16.999,-28.115,0
"WBGene00010477","enu-3.6","WAGO",3835.722,3455.707,1068.084,1024.191,-3.486,0
"WBGene00004423","rpl-11.2","WAGO",264.94,234.763,1208.115,1374.796,5.175,0
"WBGene00049430","R05A10.52","piRNA",518.067,635.424,10.983,11.687,-50.727,0
"WBGene00195038","WBGene00195038","unk",590.63,701.158,10.983,6.375,-76.72,0
"WBGene00000075","adm-4","WAGO",693.569,664.378,65.897,35.06,-13.741,0
"WBGene00008121","WBGene00008121","unk",618.474,625.251,46.677,19.124,-19.547,0
"WBGene00220218","WBGene00220218","unk",681.756,742.633,2519.195,2765.529,3.711,0
"WBGene00013673","WBGene00013673","WAGO",9753.839,8360.682,27660.352,27031.64,3.019,0
"WBGene00020930","hlh-30","WAGO",925.602,927.313,89.236,135.992,-8.14,0
"WBGene00048765","Y73F8A.308","piRNA",620.162,1115.905,6.864,7.437,-120.905,0
"WBGene00017311","WBGene00017311","unk",5497.081,5100.611,1614.482,1728.589,-3.168,0
"WBGene00047664","Y105C5B.253","piRNA",575.443,773.934,13.729,4.25,-79.691,0
"WBGene00170224","Y105C5B.1024","piRNA",575.443,773.934,13.729,4.25,-79.691,0
"WBGene00007429","WBGene00007429","unk",524.817,498.479,1971.425,1952.763,3.835,0
"WBGene00047506","Y73F8A.199","piRNA",562.786,780.195,8.237,8.5,-80.128,0
"WBGene00050728","Y73F8A.483","piRNA",562.786,780.195,8.237,8.5,-80.128,0
"WBGene00166326","Y73F8A.592","piRNA",562.786,780.195,8.237,8.5,-80.128,0
"WBGene00046398","Y45F10D.24","piRNA",544.224,798.193,10.983,7.437,-74.448,0
"WBGene00016882","WBGene00016882","WAGO",337.503,343.536,1456.603,1479.978,4.312,0
"WBGene00014061","WBGene00014061","unk",549.286,588.472,13.729,7.437,-55.556,0
"WBGene00002184","kel-1","WAGO",4736.012,4750.032,134.54,76.496,-45.187,0
"WBGene00011110","prdx-3","ALG",708.756,725.417,87.863,79.683,-8.586,0
"WBGene00011803","WBGene00011803","WAGO",652.225,617.426,64.524,53.122,-10.865,0
"WBGene00019538","WBGene00019538","unk",603.287,574.386,49.423,46.747,-12.27,0
"WBGene00003182","mef-2","WAGO",3290.655,3339.89,41.186,18.061,-113.7,0
"WBGene00018622","nhr-190","WAGO",586.412,530.564,15.101,7.437,-51.427,0
"WBGene00013155","WBGene00013155","unk",40.5,28.172,476.382,511.033,14.435,0
"WBGene00006415","tag-30","WAGO",1211.636,1061.127,208.674,180.615,-5.856,0
"WBGene00043952","WBGene00043952","WAGO",508.786,507.87,19.22,13.812,-31.286,0
"WBGene00000912","daf-16","WAGO",1906.892,1759.938,450.298,443.037,-4.105,0
"WBGene00019639","WBGene00019639","unk",25.313,29.737,473.636,427.101,16.323,0
"WBGene00305931","WBGene00305931","unk",580.505,597.862,52.169,46.747,-11.962,0
"WBGene00023451","mlc-7","WAGO",614.256,675.334,67.27,53.122,-10.8,0
"WBGene00022349","WBGene00022349","WAGO",610.881,590.037,8.237,8.5,-71.624,0
"WBGene00016823","WBGene00016823","WAGO",837.851,820.887,98.846,123.243,-7.424,0
"WBGene00050787","Y43D4A.68","piRNA",551.818,737.937,10.983,6.375,-76.568,0
"WBGene00167980","Y43D4A.99","piRNA",551.818,737.937,10.983,6.375,-76.568,0
"WBGene00048564","Y57G11C.297","piRNA",561.099,621.339,13.729,5.312,-65.296,0
"WBGene00050043","Y57G11C.420","piRNA",496.13,685.507,10.983,10.624,-54.8,0
"WBGene00171898","Y57G11C.936","piRNA",496.13,685.507,10.983,10.624,-54.8,0
"WBGene00002063","ife-5","unk",3186.029,2957.227,8805.514,8816.12,2.869,0
"WBGene00020902","jmjc-1","WAGO",12886.711,12325.041,212.793,111.556,-77.966,0
"WBGene00050697","Y105C5B.590","piRNA",532.411,680.029,9.61,8.5,-67.422,0
"WBGene00048363","Y105C5A.283","piRNA",616.787,507.87,15.101,7.437,-51.756,0
"WBGene00220055","mir-8196.1","unk",535.786,693.332,48.05,37.185,-14.56,0
"WBGene00219957","WBGene00219957","unk",540.005,569.691,15.101,6.375,-54.049,0
"WBGene00305662","WBGene00305662","unk",902.821,806.019,111.202,127.493,-7.132,0
"WBGene00019316","WBGene00019316","WAGO",525.661,565.778,31.576,40.373,-15.024,0
"WBGene00004567","rrn-2.1","risiRNA",575.443,547.78,3209.743,2298.056,4.9,0
"WBGene00013510","WBGene00013510","WAGO",363.66,331.798,1455.23,1672.279,4.501,0
"WBGene00019302","WBGene00019302","WAGO",472.504,577.516,16.474,11.687,-37.947,0
"WBGene00000812","csk-1","WAGO",952.602,986.003,171.607,143.429,-6.181,0
"WBGene00010242","WBGene00010242","unk",583.037,524.303,41.186,39.31,-13.779,0
"WBGene00050935","WBGene00050935","WAGO",6518.028,6214.168,17260.949,16967.154,2.688,0
"WBGene00015647","WBGene00015647","WAGO",509.63,500.045,15.101,11.687,-38.193,0
"WBGene00000800","cars-1","unk",540.849,483.611,1935.73,2048.383,3.891,0
"WBGene00016307","fbxc-18","WAGO",538.317,583.777,15.101,5.312,-57.999,0
"WBGene00016230","WBGene00016230","CSR",717.194,710.548,93.354,71.183,-8.749,0
"WBGene00011365","WBGene00011365","WAGO",759.382,826.365,6.864,4.25,-146.799,0
"WBGene00019035","fbxb-26","WAGO",556.88,510.218,34.321,37.185,-14.873,0
"WBGene00000898","daf-2","WAGO",1860.486,1752.895,462.653,406.914,-4.163,0
"WBGene00022030","WBGene00022030","ALG",501.192,545.432,15.101,30.811,-22.132,0
"WBGene00013370","WBGene00013370","WAGO",509.63,608.818,10.983,8.5,-58.228,0
"WBGene00011205","WBGene00011205","unk",561.099,539.954,24.711,42.498,-16.044,0
"WBGene00206511","WBGene00206511","unk",527.349,484.394,9.61,15.937,-38.615,0
"WBGene00044209","WBGene00044209","WAGO",866.539,863.144,2788.276,3042.826,3.372,0
"WBGene00016555","math-20","unk",52.313,63.386,547.771,577.967,9.718,0
"WBGene00021817","WBGene00021817","unk",649.693,627.599,72.761,54.184,-10.16,0
"WBGene00017424","WBGene00017424","unk",492.754,730.112,6.864,11.687,-64.178,0
"WBGene00219932","WBGene00219932","unk",511.317,433.528,2081.253,1859.269,4.171,0
"WBGene00011066","ztf-15","WAGO",1046.26,881.925,157.879,125.368,-6.844,0
"WBGene00167425","Y105C5B.782","piRNA",530.724,813.844,8.237,7.437,-86.294,0
"WBGene00199162","WBGene00199162","unk",10.969,14.086,367.926,394.165,30.331,0
"WBGene00200004","WBGene00200004","unk",10.969,14.086,367.926,394.165,30.331,0
"WBGene00047194","F38C2.22","piRNA",499.505,778.63,12.356,6.375,-70.648,0
"WBGene00006384","taf-3","WAGO",567.005,568.908,50.796,29.748,-14.387,0
"WBGene00046920","Y51H4A.119","piRNA",511.317,616.643,12.356,6.375,-62.415,0
"WBGene00167834","Y51H4A.557","piRNA",511.317,616.643,12.356,6.375,-62.415,0
"WBGene00168325","Y51H4A.580","piRNA",511.317,616.643,12.356,6.375,-62.415,0
"WBGene00168991","Y51H4A.615","piRNA",511.317,616.643,12.356,6.375,-62.415,0
"WBGene00194747","WBGene00194747","unk",475.879,487.524,15.101,21.249,-26.084,0
"WBGene00007680","maa-1","WAGO",5169.703,5206.254,13657.196,13763.9,2.643,0
"WBGene00045321","WBGene00045321","unk",361.128,325.538,1460.721,1451.292,4.242,0
"WBGene00049464","T06A10.36","piRNA",496.973,715.244,12.356,6.375,-67.032,0
"WBGene00166657","T06A10.51","piRNA",496.973,715.244,12.356,6.375,-67.032,0
"WBGene00167739","T06A10.63","piRNA",496.973,715.244,12.356,6.375,-67.032,0
"WBGene00021246","WBGene00021246","WAGO",2198.833,2122.255,572.482,608.778,-3.655,0
"WBGene00022101","WBGene00022101","unk",1981.987,1696.552,420.095,444.1,-4.253,0
"WBGene00000959","dgk-2","WAGO",511.317,522.738,8.237,11.687,-50.947,0
"WBGene00022020","hpo-39","WAGO",2263.802,2221.638,6320.64,6300.264,2.814,0
"WBGene00012396","WBGene00012396","WAGO",3202.06,3313.284,993.95,1033.753,-3.212,0
"WBGene00016078","WBGene00016078","unk",477.567,502.392,15.101,10.624,-38.794,0
"WBGene00021750","WBGene00021750","WAGO",861.477,889.751,145.523,141.304,-6.11,0
"WBGene00007063","WBGene00007063","WAGO",470.817,544.649,31.576,19.124,-20.468,0
"WBGene00015514","nlp-77","unk",622.693,666.726,76.88,61.621,-9.377,0
"WBGene00048960","Y64G10A.106","piRNA",460.692,633.859,19.22,7.437,-42.957,0
"WBGene00049712","Y64G10A.129","piRNA",522.286,575.169,15.101,4.25,-60.415,0
"WBGene00008476","WBGene00008476","WAGO",536.63,448.397,13.729,22.311,-26.73,0
"WBGene00009558","WBGene00009558","WAGO",496.973,544.649,9.61,9.562,-54.352,0
"WBGene00305377","WBGene00305377","unk",552.661,545.432,42.559,48.872,-11.948,0
"WBGene00173994","T13A10.56","piRNA",464.91,525.868,9.61,13.812,-41.532,0
"WBGene00047764","Y37A1B.75","piRNA",558.568,480.481,5.491,14.874,-48.643,0
"WBGene00022459","WBGene00022459","WAGO",1526.358,1541.608,383.028,335.731,-4.278,0
"WBGene00046758","Y57G11A.22","piRNA",458.16,553.257,19.22,8.5,-37.968,0
"WBGene00001630","gly-5","CSR",831.101,917.14,141.404,139.18,-6.234,0
"WBGene00048318","C08F11.41","piRNA",546.755,682.377,10.983,4.25,-84.944,0
"WBGene00168842","C08F11.83","piRNA",546.755,682.377,10.983,4.25,-84.944,0
"WBGene00012632","WBGene00012632","WAGO",548.442,543.084,12.356,5.312,-64.645,0
"WBGene00022508","WBGene00022508","WAGO",522.286,459.352,16.474,9.562,-38.752,0
"WBGene00003674","nhr-84","WAGO",453.942,480.481,15.101,18.061,-27.936,0
"WBGene00011791","pap-2","WAGO",502.88,533.694,13.729,6.375,-53.697,0
"WBGene00015020","WBGene00015020","WAGO",558.568,609.6,5.491,8.5,-81.505,0
"WBGene00001928","his-54","histone",89.438,82.949,676.819,616.215,7.5,0
"WBGene00047989","Y57G11C.248","piRNA",451.41,812.279,13.729,8.5,-58.221,0
"WBGene00000262","bra-1","WAGO",550.13,611.166,35.694,56.309,-12.426,0
"WBGene00020538","WBGene00020538","ERGO",3637.439,4108.347,1157.32,1217.555,-3.26,0
"WBGene00010148","WBGene00010148","WAGO",567.849,583.777,6.864,7.437,-80.162,0
"WBGene00004140","ebax-1","WAGO",950.915,1057.997,189.454,174.24,-5.535,0
"WBGene00021678","WBGene00021678","WAGO",720.569,716.026,82.372,103.057,-7.698,0
"WBGene00045992","H04M03.17","piRNA",434.535,578.299,12.356,11.687,-42.26,0
"WBGene00009026","WBGene00009026","WAGO",551.818,592.385,9.61,5.312,-79.283,0
"WBGene00000622","col-45","WAGO",399.941,499.262,1858.85,1885.83,4.162,0
"WBGene00022262","WBGene00022262","WAGO",627.756,672.986,2.746,8.5,-109.159,0
"WBGene00077728","WBGene00077728","WAGO",457.317,455.44,19.22,16.999,-25.349,0
"WBGene00022270","WBGene00022270","WAGO",490.223,434.311,16.474,16.999,-27.574,0
"WBGene00001882","his-8","histone",89.438,82.949,672.701,610.903,7.445,0
"WBGene00045870","Y105C5A.70","piRNA",453.942,586.907,13.729,7.437,-50.78,0
"WBGene00001896","his-22","histone",95.345,89.992,694.666,631.089,7.151,0
"WBGene00048514","H12I19.33","piRNA",427.785,596.297,16.474,10.624,-38.626,0
"WBGene00001926","his-52","histone",96.188,90.775,697.412,633.214,7.115,0
"WBGene00271642","WBGene00271642","unk",598.224,586.907,65.897,59.497,-9.484,0
"WBGene00021542","WBGene00021542","WAGO",530.724,618.991,5.491,8.5,-80.234,0
"WBGene00001995","hpl-1","WAGO",459.004,468.743,10.983,13.812,-36.983,0
"WBGene00021417","nhr-236","WAGO",972.009,938.268,3091.677,2940.832,3.158,0
"WBGene00045838","Y57G11A.9","piRNA",594.849,503.957,6.864,8.5,-70.663,0
"WBGene00168419","Y57G11A.139","piRNA",594.849,503.957,6.864,8.5,-70.663,0
"WBGene00016554","math-19","unk",15.188,14.086,365.18,356.98,24.689,0
"WBGene00050122","Y73F8A.433","piRNA",576.286,598.645,8.237,5.312,-88.931,0
"WBGene00011388","WBGene00011388","WAGO",449.723,470.308,16.474,10.624,-34.714,0
"WBGene00013614","clec-237","WAGO",492.754,457.787,12.356,9.562,-43.958,0
"WBGene00001894","his-20","histone",75.094,68.864,616.413,554.593,8.134,0
"WBGene00021977","WBGene00021977","WAGO",474.192,482.046,32.949,29.748,-15.317,0
"WBGene00047282","Y105C5B.211","piRNA",440.442,692.55,10.983,8.5,-58.956,0
"WBGene00168390","Y105C5B.873","piRNA",440.442,692.55,10.983,8.5,-58.956,0
"WBGene00168765","Y105C5B.905","piRNA",440.442,692.55,10.983,8.5,-58.956,0
"WBGene00020912","WBGene00020912","unk",518.911,518.043,45.304,42.498,-11.838,0
"WBGene00015334","sup-18","unk",39.657,93.905,13298.88,13080.751,197.282,0
"WBGene00044420","WBGene00044420","WAGO",498.661,470.308,31.576,35.06,-14.479,0
"WBGene00000267","bre-2","WAGO",453.098,440.571,17.847,12.749,-29.695,0
"WBGene00077762","WBGene00077762","WAGO",13690.812,12328.954,212.793,107.306,-81.518,0
"WBGene00044478","WBGene00044478","WAGO",7566.819,6596.832,19589.317,19519.133,2.761,0
"WBGene00022326","fbxa-14","unk",57.376,43.822,553.262,482.347,10.247,0
"WBGene00195226","WBGene00195226","WAGO",15060.231,14626.498,194.946,93.495,-103.234,0
"WBGene00012759","sup-1","WAGO",477.567,419.443,13.729,18.061,-27.845,0
"WBGene00049485","Y73F8A.382","piRNA",533.255,971.918,6.864,5.312,-125.424,0
"WBGene00018878","glit-1","WAGO",4323.414,4101.304,1436.01,1257.928,-3.13,0
"WBGene00021344","rev-3","WAGO",1069.885,1010.262,216.912,195.489,-5.055,0
"WBGene00019381","WBGene00019381","WAGO",1092.666,892.098,153.76,176.365,-5.993,0
"WBGene00018813","WBGene00018813","WAGO",507.098,475.786,39.813,32.936,-13.611,0
"WBGene00017711","WBGene00017711","unk",444.66,433.528,17.847,19.124,-23.676,0
"WBGene00020312","WBGene00020312","unk",318.94,309.887,1280.877,1294.051,4.096,0
"WBGene00016490","WBGene00016490","WAGO",454.785,441.354,21.966,25.499,-18.756,0
"WBGene00004128","pqn-41","CSR",1357.606,1393.708,4393.147,3935.275,3.026,0
"WBGene00007886","ethe-1","WAGO",422.723,487.524,16.474,9.562,-35.933,0
"WBGene00012222","WBGene00012222","WAGO",507.098,467.178,32.949,38.248,-13.603,0
"WBGene00006930","vit-6","unk",461.535,533.694,2493.111,1904.953,4.414,0
"WBGene00269433","WBGene00269433","unk",9824.714,9205.827,23990.702,24318.17,2.539,0
"WBGene00000730","col-157","WAGO",1241.168,1088.516,3614.736,3671.79,3.129,0
"WBGene00166526","Y37A1B.178","piRNA",452.254,630.729,4.119,11.687,-65.182,0
"WBGene00048738","C46G7.28","piRNA",459.848,579.081,13.729,4.25,-61.302,0
"WBGene00008426","WBGene00008426","WAGO",453.098,468.743,13.729,7.437,-44.976,0
"WBGene00017291","WBGene00017291","WAGO",464.91,527.434,5.491,10.624,-59.501,0
"WBGene00048293","Y73F8A.269","piRNA",457.317,626.034,5.491,9.562,-69.919,0
"WBGene00050780","Y73F8A.490","piRNA",457.317,626.034,5.491,9.562,-69.919,0
"WBGene00016162","crh-2","ALG",806.632,812.279,135.913,139.18,-5.881,0
"WBGene00013511","WBGene00013511","WAGO",902.821,887.403,131.794,168.928,-5.919,0
"WBGene00220205","WBGene00220205","unk",983.821,999.307,194.946,202.926,-4.98,0
"WBGene00047601","Y105C5B.246","piRNA",407.535,708.201,8.237,12.749,-52.085,0
"WBGene00048468","Y37A1B.97","piRNA",464.067,565.778,5.491,9.562,-66.438,0
"WBGene00219317","WBGene00219317","WAGO",529.88,553.257,6.864,6.375,-82.167,0
"WBGene00044467","WBGene00044467","unk",443.817,442.919,16.474,8.5,-36.708,0
"WBGene00015896","WBGene00015896","unk",533.255,533.694,56.287,47.81,-10.309,0
"WBGene00018038","WBGene00018038","WAGO",575.443,571.256,8.237,4.25,-95.363,0
"WBGene00019578","WBGene00019578","WAGO",454.785,489.871,23.339,36.123,-15.616,0
"WBGene00048237","Y57G11B.53","piRNA",425.254,572.038,8.237,9.562,-55.606,0
"WBGene00009712","WBGene00009712","WAGO",155.251,153.378,823.715,813.828,5.306,0
"WBGene00014915","WBGene00014915","WAGO",2389.522,2243.549,550.516,679.961,-3.756,0
"WBGene00002065","iff-2","WAGO",3457.719,3250.681,9073.222,8706.689,2.65,0
"WBGene00235148","WBGene00235148","WAGO",86.063,86.08,632.888,582.217,7.055,0
"WBGene00007899","WBGene00007899","WAGO",414.285,447.614,20.593,22.311,-20.019,0
"WBGene00048787","Y73F8A.311","piRNA",468.286,589.254,10.983,4.25,-73.037,0
"WBGene00018468","cla-1","unk",4476.978,4757.857,116.693,61.621,-52.075,0
"WBGene00006961","xnp-1","unk",5165.485,5055.223,1683.124,1868.831,-2.876,0
"WBGene00020451","fbxa-11","WAGO",1237.793,1115.123,262.216,203.988,-5.07,0
"WBGene00013802","WBGene00013802","WAGO",400.785,475.003,13.729,10.624,-36.443,0
"WBGene00046496","ZK616.15","piRNA",391.504,550.127,15.101,9.562,-39.065,0
"WBGene00010071","sre-45","WAGO",886.789,976.613,185.336,160.428,-5.407,0
"WBGene00007984","irx-1","WAGO",429.473,411.617,16.474,12.749,-29.146,0
"WBGene00014920","WBGene00014920","WAGO",451.41,461.7,35.694,25.499,-15.127,0
"WBGene00048602","Y57G11C.302","piRNA",464.067,784.107,9.61,4.25,-94.054,0
"WBGene00302982","WBGene00302982","unk",32.063,31.302,396.756,403.727,12.638,0
"WBGene00006776","unc-40","WAGO",2125.426,1886.709,479.128,565.218,-3.833,0
"WBGene00046540","Y73F8A.126","piRNA",426.941,550.91,10.983,6.375,-58.018,0
"WBGene00167162","Y73F8A.641","piRNA",426.941,550.91,10.983,6.375,-58.018,0
"WBGene00174469","Y73F8A.1118","piRNA",426.941,550.91,10.983,6.375,-58.018,0
"MIMAT0000019","MIMAT0000019","miRNA",301958.935,284120.759,700507.893,740273.621,2.458,0
"WBGene00022560","fbxb-16","unk",896.071,901.489,112.574,165.741,-6.403,0
"WBGene00050487","Y105C5A.477","piRNA",540.005,500.827,8.237,5.312,-78.749,0
"WBGene00171039","Y105C5A.979","piRNA",540.005,500.827,8.237,5.312,-78.749,0
"WBGene00016674","WBGene00016674","WAGO",677.537,640.12,80.999,97.744,-7.332,0
"WBGene00009821","WBGene00009821","WAGO",394.035,373.273,1442.874,1438.543,3.756,0
"WBGene00044789","WBGene00044789","CSR",2805.494,2638.733,7342.047,7116.218,2.656,0
"WBGene00015543","WBGene00015543","WAGO",417.66,396.749,1503.28,1499.102,3.687,0
"WBGene00000636","col-60","WAGO",421.035,406.139,17.847,16.999,-23.791,0
"WBGene00001042","dnj-24","WAGO",3150.591,3257.724,85.117,44.622,-49.765,0
"WBGene00012239","WBGene00012239","unk",1519.608,1813.933,424.213,395.227,-4.073,0
"WBGene00000543","clp-2","unk",2857.807,2922.013,965.119,947.696,-3.022,0
"WBGene00020484","WBGene00020484","unk",406.691,491.437,10.983,8.5,-46.743,0
"WBGene00018742","WBGene00018742","unk",463.223,395.966,20.593,23.374,-19.43,0
"WBGene00012618","dct-10","WAGO",4806.887,4435.45,12171.763,11755.89,2.589,0
